Date,Type,Tx,Buy,Sell,BuyUnits,SellUnits
2022-03-28T23:37:23.000Z,Withdrawal,0xf9b5af54fdc68e0cf3be0e2923fcd48828a0d9eceac79e514fe7d60c5028765b,,WETH,,1
2022-03-29T02:31:33.000Z,Withdrawal,0xa0c4d7a72a3237741c9ebc04d0ffeca9347169edf11769560624a4d2a948b247,,WETH,,1
2022-03-29T02:31:54.000Z,Withdrawal,0xf2faefc53833e81d755b32aefee3b5975095e2b26791991beaa92be606acfb61,,WETH,,1
2022-03-29T02:33:31.000Z,Withdrawal,0x6ec029989a753daf5ecea21e14420d472bf5f301ac4578edb6bbe35cea711ce0,,WETH,,3.5
2022-04-07T21:17:55.000Z,Withdrawal,0x363a877cbe24424e37e880d186e8caf42650edf1fd6d47101addb4d3b84d7896,,ETH,,69.42
2022-04-08T14:29:11.000Z,Withdrawal,0x4f70c9f2ffbc0122fdf69fc59c3d9465a6ca7f15fa62bec2973f4750b8ff07d6,,ETH,,69.42
2022-04-08T15:13:38.000Z,Withdrawal,0xa35f62b0c70032d5338b967dbab042446631bb5e0e39e488e3b88074be7de86b,,ETH,,0.01
2022-04-09T14:23:02.000Z,Withdrawal,0xe7e0cfbe946bb66cf87028df4a74837dfc1561750f7a02eb3dd0abe31a93d3bb,,ETH,,0.16
2022-04-09T14:27:40.000Z,Withdrawal,0xcf3de7f109d1c0d628fae3eaf92e624aa909b93b2632bc145f365cb1690332dd,,ETH,,0.22
2022-04-09T14:30:04.000Z,Withdrawal,0x38ab515993730d4ebf94d8fa9e189f61f0fa93f5d63889db0b68c9ec6868e97e,,ETH,,0.24
2022-04-09T14:33:54.000Z,Withdrawal,0xb569ba72a641b13af9188fa65341862c98f563cc8eaec866c4463e333004dc3e,,ETH,,0.31
2022-04-09T14:36:43.000Z,Withdrawal,0xdc3e546fde596b2c9c07fa81d456eda8e85b48393974cc87f4c1ea4123c26baa,,ETH,,0.36
2022-04-10T01:52:57.000Z,Withdrawal,0xf99901c25eef3a0bfabc6bd6f36e1e1118ed9caafe12225d326a1e85125e98d0,,ETH,,0.005
2022-04-10T01:55:12.000Z,Withdrawal,0x1d064a9c66b2bb141209924ab138c79f3240656e57ac9943d50c243edec6dfd7,,ETH,,0.069
2022-04-10T02:48:21.000Z,Withdrawal,0x0c751a6cf960b53b2be7cf621efa9cb2f68106aef57a9c051d0555abe35b9aa7,,ETH,,0.31
2022-04-10T02:52:38.000Z,Withdrawal,0x257706afac1e0d52ed072cb3314fa4252865fb79ebc5c432ed8dc79d5476661f,,ETH,,0.33
2022-04-10T08:48:40.000Z,Withdrawal,0xabd26a0756f12cd997ad005fd0de0a87a96a89dd7dfa254b7cc82faa874b5236,,ETH,,64.27
2022-04-10T09:15:12.000Z,Withdrawal,0x12f6143ade3bc3f5b8aa60ae6e620f0cd790b0b4a54d1e0cdfcf0e00c2947d6e,,ETH,,50
2022-04-12T15:13:55.000Z,Withdrawal,0xe2281b8cfed32337f726ef852f92a60a4e918d928ca3d049a213cec831c40ad4,,ETH,,40
2022-04-12T21:49:27.000Z,Withdrawal,0x4d4ea300f4108425618d726080405dcd1636ed2d1c9d486d594d186e21508303,,ETH,,45
2022-04-13T09:10:45.000Z,Withdrawal,0xb506eec041ecb72f761662043ce4a7a5833a09e05c8342e9e36ca1ff72083ad7,,ETH,,55.1
2022-04-13T14:12:44.000Z,Withdrawal,0xbe6d44a68261e9b7c1678a350a7818cb116f7acf9a3520310544c74d491b7cd8,,ETH,,30
2022-04-13T15:36:34.000Z,Withdrawal,0x7a2a5034d43d71c4167c4a5b35a9fd849e74cbfbe1c5c2e2d5e2c80a8cdd984d,,ETH,,32
2022-04-13T15:53:50.000Z,Withdrawal,0xffd448865b01e057ba1c2814235e51c3644367ec265b6c3c34df8682f94ca613,,ETH,,100
2022-04-14T09:33:08.000Z,Withdrawal,0xc6b6309745293d099a693a4a501ad052328546e045c32b7c456922a6e82b6725,,ETH,,200
2022-04-14T23:18:58.000Z,Withdrawal,0x6766b82ca25d4b83ccd8165d10c21503119407daafb6397f35642546638d9a89,,ETH,,62
2022-04-15T22:42:30.000Z,Withdrawal,0x5e52ce86a9f6d8dc1c6566260e4d2fb117cb8e8cd24b43bb099d1b9997605070,,ETH,,0.12
2022-04-15T22:55:47.000Z,Withdrawal,0x19994a8f307206ba574b95ac14b96e0e5d0c9b7ccc10f80ce2c74bc804c7cd1e,,ETH,,0.17
2022-04-15T23:05:24.000Z,Withdrawal,0x68812d1b88ca7253aebc2b9a5444888d29f1504031eaa5b6f89ecf319d8c03eb,,ETH,,0.25
2022-04-16T12:34:05.000Z,Withdrawal,0xdb45cab69720cb4172c6701a8f705ce0bd6b9329a48dcc80c1b23ab81166cec4,,ETH,,51
2022-04-16T22:56:19.000Z,Withdrawal,0xd960b2a7328897466d6b678f19812eb227782e09a474693d812af0dbc67aa3f7,,ETH,,75
2022-04-18T16:51:39.000Z,Withdrawal,0x63482861c59c75140a6e8c32cc095b6a3644c1208c60090789a15c9e518d44db,,USDC,,600000
2022-04-20T10:07:32.000Z,Withdrawal,0x6d1d1789372197981a7af75a4871c7c5a53ab0811e2e2503266f69d0eaafb4d6,,ETH,,55
2022-04-20T10:11:08.000Z,Withdrawal,0x55db42fbddba15d74dd2bfc7858e17631129ec5d31b5f55ca0f1122f6bb97034,,ETH,,120
2022-04-20T12:09:16.000Z,,0x902880c6f5b0e5f575b86c9f52e14423817b5e77da65717a92e4e8c3d43982b7,ETH,ETH,55,60
2022-04-20T14:36:47.000Z,Withdrawal,0xa30d304e7d0b0e643ad4bbd3e79ae5ac1eaf6b065caf6800c7a1df6da4e259e2,,ETH,,0.025
2022-04-20T15:06:19.000Z,Withdrawal,0xe0eb0309b5278f0cc56eb19b4eaec7090a9a51aafdd53375b9bb38e65e254f2e,,ETH,,0.43
2022-04-20T15:43:02.000Z,Withdrawal,0xb5ffc84c8c881b6f90143a3bf8d557b36b3bfc1009ff37d1372a5c316ae8e2ea,,ETH,,0.45
2022-04-21T18:21:03.000Z,Withdrawal,0xbe8b2335ad72843a7e3d9a9a70d1fdc9892ec5dff38f6c88c3cd0d2ed4894af3,,ETH,,57
2022-04-22T10:09:39.000Z,Withdrawal,0x83944533db77dcef1c88cf73d0a5058a46bc197c41802e7bf080a4a5d8c733b6,,ETH,,71.09
2022-04-22T10:10:52.000Z,Withdrawal,0xb141b68e4d14b93189900230613b4b803722373135bcc9d3cb7d1e5d47a723a9,,ETH,,74
2022-04-22T10:11:59.000Z,Withdrawal,0xa0fb0542ff52491026461db322c66f0faaf002b1e56787c33eb864d9fae88748,,ETH,,75.3
2022-04-22T10:13:35.000Z,Withdrawal,0x2451c00b4fdfd140a264f6c263219a6eccdf877d4cee03ba3c7247073deb8d99,,ETH,,80
2022-04-22T10:38:48.000Z,Withdrawal,0x169e798b7c1ba32de0d0687fb1a22c86003a54f4fa06f72a003ff637563f58bc,,ETH,,51
2022-04-25T10:45:28.000Z,Withdrawal,0xa9f496c9b2ceaf30132e611ec8740c58db043068262c6f69839e931711d26663,,ETH,,10
2022-04-26T18:08:27.000Z,Withdrawal,0xbe7bc55d029d209b7477afd69f1153067193cc9e24f00c160e2415be668ccdd4,,ETH,,0.01
2022-04-27T15:19:25.000Z,Withdrawal,0x27f64a7ebd17acf4aa7265a3311e861d5d7426968ae0e6483854cfd5393432eb,,ETH,,0.44
2022-04-27T16:29:40.000Z,Withdrawal,0x32973c15fbf4c759afa03677e741410e15861109353af503261c4c2ae3e03aef,,ETH,,0.46
2022-04-28T01:17:23.000Z,Deposit,0xe68d2fbcee2916bb950cd2ba43274ebce38d75f315267530cf5149d6ebdf6d95,USDC,,1000000,
2022-04-28T02:03:52.000Z,Withdrawal,0x5eff6c89a47eb71528b97f7c2a6128156d28ca8c667fa6073788c84ae88cfcdd,,USDC,,100100
2022-04-28T02:06:11.000Z,Withdrawal,0x3fff1765fe0e3fb8986738f1fd1fd4311b15abb81b59e26b6709d6203d12750d,,USDC,,75000
2022-04-28T02:13:53.000Z,Withdrawal,0xcc3e9bf5d25bc09e9a84fb1ffeb36a89ecbdb5ef67b81c0212e86f955eb27a13,,USDC,,25495.68
2022-04-28T11:39:18.000Z,Withdrawal,0xe54dc1b3cc6246cd8d499717f25ffecd8550ee78e648690b238ffb42141ae10f,,ETH,,55
2022-04-28T12:58:41.000Z,Withdrawal,0x6553b0dc1a863e729cc00ec17b62b2c01ef640643240b4490254734f8c58c02c,,ETH,,70
2022-04-28T16:14:09.000Z,Withdrawal,0xc1c9ff47b9b09b94047cd2b37a3e2c393ecc995fdfd9fd97914cc37c18cd7576,,ETH,,0.1
2022-04-28T18:44:05.000Z,Withdrawal,0xce080592dd87086bfd4799ee391c9cafffe7f00d03c1a2a3cfa328321802943e,,ETH,,0.1
2022-04-29T05:02:39.000Z,Withdrawal,0xbfc348f229f7c76fffd4eaacc250e0dfeadeb506eabf7ac914b51775a50623a3,,ETH,,73
2022-04-29T10:58:49.000Z,Withdrawal,0xea32ad1b36efc03b3113d29a5b7344cc98fa5bcd836df434e4e0cee8ba77f7a6,,ETH,,76
2022-04-29T11:00:31.000Z,Withdrawal,0xa8356e788b8642b7d85d980f48d246b41e0912baa24aedbe4f86389b952ef8ec,,ETH,,80
2022-04-29T11:02:10.000Z,Withdrawal,0xd67540ea5ed83fc09eee88f52b580225b96581c76b2dd29ca2cbe0f2c14e3019,,ETH,,84
2022-04-29T11:03:46.000Z,Withdrawal,0xacd0efb48863bd1dbb6f3e59ec4252c9f42c0107662ed4435fba906af31b9ad1,,ETH,,88
2022-04-29T11:06:54.000Z,Withdrawal,0x7e6bf70cf13e6fb0f802d648aec0ad1fee5e725f0b65cb3325f90b664ac76717,,ETH,,92
2022-04-29T11:11:29.000Z,Withdrawal,0x410c6e6f03f07386286500e71bf80412ce35da2880a4a4f534e55b4212e2455a,,ETH,,95.73
2022-04-29T11:11:29.000Z,Withdrawal,0x8b857b9abab63d80ac0b50ffad40acd7fbf63c39109446e1fe6a6924a20edd61,,ETH,,95.73
2022-04-29T11:14:20.000Z,Withdrawal,0x933592c2f8b0baca3598ea065c3add65c1c98e44db6bcf4eae9b4feb0dd3f42d,,ETH,,99.62
2022-04-29T11:14:42.000Z,Withdrawal,0x66410e83bb2036a5ef0d9bcedaf3a58235f886a58bd08b6c030e9fb56ecb6e83,,ETH,,0.01
2022-04-29T11:25:04.000Z,Withdrawal,0x805a4392bb8e8288788e4295a188d5907c6073a990e1c6a5a765a44b1a7c1b15,,ETH,,60
2022-04-29T11:31:33.000Z,Withdrawal,0x00df39a8fd3b85541fe45b15ff9c512271f4bed968e23c42d39eeade3bb11128,,ETH,,100
2022-04-30T11:25:35.000Z,Withdrawal,0xfa53fbde2c102824e27158b9fd61d639c90c290fc57b9e3383738253c7e6e048,,ETH,,73.87
2022-04-30T11:38:51.000Z,Withdrawal,0xeb4b9d9fa9c55afb4b3b42fa1d88e62c63a0228a8181732b689cf70fc5bc3811,,ETH,,56
2022-04-30T20:49:43.000Z,Withdrawal,0x51967285b969329c9c1a9da8e5e1ac2c03a91fafd52fbb012484c72dcf2d2ed6,,ETH,,0.01
2022-05-01T01:07:54.000Z,Withdrawal,0x7bc7fa48da56ddbac0e27ba83c660bc337a9f01baf82e870c1968d862a2bc508,,ETH,,0.23
2022-05-01T11:30:47.000Z,Withdrawal,0x8fdd3cead51697ece19fc949cdf5c66eb89c748b3c3fc89ccdae83a17e246b98,,RPL,,200
2022-05-01T11:54:33.000Z,Withdrawal,0x61dd84f38deb4fb5681cf3a3179fe74cc6618510a0146faa50afdfd7f380a187,,ETH,,60
2022-05-01T13:54:21.000Z,Withdrawal,0xcce8e097ff6b9d41c624a94d40140d886525e644e81bc46534ac11e4be86355d,,ETH,,0.01
2022-05-01T19:41:20.000Z,Withdrawal,0x14fc176346c394d97d5a152e8f8e19afc2f8d4db1fe6f4f21496596fef812ed5,,USDC,,25000
2022-05-02T13:08:46.000Z,Withdrawal,0xad80a845688ffa664f67c27be9a0a54123caec80cd68994eca59551790ad4007,,ETH,,0.1
2022-05-02T14:57:45.000Z,Withdrawal,0x2c7e2e781b8d3623f16e7f56ed3ea82f53f2737f180cbabc9bd5316d667f8902,,ETH,,60
2022-05-02T16:40:56.000Z,Withdrawal,0x59914f7c690a19e1d51a52df4b097b09753faf50321481774068330622a4fd51,,ETH,,0.15
2022-05-02T23:09:00.000Z,Withdrawal,0x0d8f39134a92a376c0e453f8fcfbc872eb9df113929fbc84e14fc433f192cee8,,ETH,,0.2
2022-05-02T23:09:10.000Z,Withdrawal,0xb0779299ff64c967564346661f8af77391632c408d8db443fcd45afea0a894b1,,ETH,,0.2
2022-05-02T23:09:22.000Z,Withdrawal,0x854389beed9cff3aece84bfeb882dfd2776336461b4afb7d7d3e904492539f43,,ETH,,0.2
2022-05-03T00:56:47.000Z,Withdrawal,0xe109310af8bc89bb54c37095fa1635cbbbebabd46f6e8b87ab3f82cad1316a51,,ETH,,0.17
2022-05-03T10:47:35.000Z,Withdrawal,0x907bfece4220d0c6675be7e13aa30299f8054601fc909c0634094dfe860a896f,,ETH,,0.1
2022-05-03T10:53:47.000Z,Deposit,0x594849a8e5e1aed1f6608a7f59c1d444bae025fe2a4a6de4039b5c8f2b12beb7,NU,,140000,
2022-05-03T11:34:51.000Z,Swap,0x22c5041d587e6df0d1c4d31ed3f3af381eb07a2556d9b3c0e13033280064e620,ETH,NU,15.365064946281366,140000
2022-05-03T12:08:35.000Z,Withdrawal,0x2462f8002bdf8ec137e3d054b7d07e1429ac916e8bc9df24069b0a78283aab18,,ETH,,80.18
2022-05-03T12:15:10.000Z,Withdrawal,0x0d1bad17b1faa0ca22049e0282c5e34899598f759280b8bd5d03378f4fd2e3a5,,ETH,,91
2022-05-03T18:25:41.000Z,Withdrawal,0x8b6da9ac0ba866bda73727624cd3a5f7c80583c7f702113b94513ad1745d1318,,ETH,,0.01
2022-05-03T18:59:46.000Z,Withdrawal,0xa576b95950e6ed4ccd549fbfac66cf45d078769a210bf34f1373195cf1994376,,ETH,,0.1
2022-05-03T19:00:05.000Z,Withdrawal,0x7f2f0800d212b908b81ea2743604a4dbeb1f72a591e505351e34cd23c36b20af,,ETH,,0.1
2022-05-03T19:00:12.000Z,Withdrawal,0xc8434c9ee44ae9268c59c99d34fa1d6d8e1a05f57a262adcbc31d74db4377179,,ETH,,0.1
2022-05-03T22:42:53.000Z,Withdrawal,0x2acfae958f58e4366a482d4398bf466afef52b69cd9b2792e2b8b436b2e45f84,,ETH,,0.05
2022-05-04T00:55:33.000Z,Withdrawal,0xb9c87f5b53bf4b34406530423028fd504a5dc3cecbf63a36efc3371648239850,,ETH,,0.1
2022-05-04T12:13:26.000Z,Withdrawal,0x8bf22c9236afd61f250873b3f1417c59325973723fc8ee7c619392510baf1bc0,,ETH,,95
2022-05-04T12:18:35.000Z,Withdrawal,0xc978472f5f237bcf8219f2e43aa75cdda557f1fff80122739c8ef4261cbd3df2,,ETH,,99
2022-05-04T12:21:14.000Z,Withdrawal,0xc91a62aadfd998f36e6f4f0e269729a93bdadf1f1f6c5f6495e3b47195eb3a9d,,ETH,,103
2022-05-04T16:19:41.000Z,Withdrawal,0xd14b6e29cd981f7ac8ca200119965ce42f37a2383275d8e950f53759f9aed1aa,,ETH,,0.1
2022-05-04T18:43:12.000Z,Withdrawal,0x0fea9a99750b60834653d26fd812fd602afdb96b512017528121ae7010b08cb6,,ETH,,76.5
2022-05-05T12:31:18.000Z,Withdrawal,0xa047732ef3585e56b8b56bdc25b6a27c08ea0974a04485ebe3b36181993464f7,,ETH,,75
2022-05-05T16:10:45.000Z,Withdrawal,0xa6cf2d4e26fa8961a8137c08fa979172e3258bc431ed331552297136d254a65c,,ETH,,0.2
2022-05-05T16:11:00.000Z,Withdrawal,0x7bc80224cf12de2fc6f5a9d84508365a57fb448ecf8cfd38af82fe38b22eb687,,ETH,,0.2
2022-05-05T16:11:09.000Z,Withdrawal,0xd9b8e98250fecaca9519865a501f835f72575136d2fae7a5f7932e6dba8059c0,,ETH,,0.2
2022-05-05T17:54:41.000Z,Withdrawal,0xe752b62648277e7ee1e2e0c90c84329ed26412aac6f2c96c9b470f7ade0c9fdc,,ETH,,0.01
2022-05-05T18:55:13.000Z,Withdrawal,0xde689cd0f0ec8db73d84ddf06a9f5b4bef3db7439ded931696f46d0f392d868e,,ETH,,0.25
2022-05-05T19:17:42.000Z,Withdrawal,0xd81fc36558e9ec0040f8bb437971d0bd24d22be3a7c0a86dc7e00811510eb6a5,,ETH,,0.1
2022-05-05T23:49:32.000Z,Withdrawal,0x6bf84a765ea4941b226ccb68226b6d443a8df634e6ddbbec5fbdf6bdf78465ce,,ETH,,0.1
2022-05-06T12:23:09.000Z,Withdrawal,0x2e920bbb5004796d056119f8c71934232b084f87b8fd786399a6cd62f42d31e0,,ETH,,89
2022-05-06T12:26:20.000Z,Withdrawal,0x6c6fbc7ac2e06e45864c6ec169f7b83eee65e5e1043358e82d0cb0e7f858dbb8,,ETH,,93
2022-05-06T12:30:17.000Z,Withdrawal,0x5cfbc51f5104f8ad2a22545e9abc251876bb4094a33f420c995a74780b6c7b0a,,ETH,,102
2022-05-06T15:17:54.000Z,Withdrawal,0x6fcd37e3c851ef7c974064ce2b8704a68db328ec2f82f9567948c511956c153b,,ETH,,100.5423061946702
2022-05-06T17:55:49.000Z,Withdrawal,0xe1d046f2522f165e380e45dc51d5de9e9d5b8eb8a538c0b2c00101876cc9521e,,USDC,,1500
2022-05-09T14:51:38.000Z,Withdrawal,0xaa65cc66e3996ec4bbb84241d6a8479da832722fe3603852e30d7412672aa09e,,ETH,,0.07
2022-05-10T12:41:33.000Z,Withdrawal,0xb8d9657b9c3abb4dc70342c0459481884f86d7cd4ad3301f74e48ba735fcc9d8,,ETH,,0.01
2022-05-10T12:45:37.000Z,Withdrawal,0x7ac4b362e38206e0af6db1027a70fb7ec006a8249bed139c353118b23e7aa9a5,,ETH,,0.1
2022-05-10T12:53:17.000Z,Withdrawal,0x5a9974dee33621f434affb50257f09627693c69b5074bc1d255ef072c15d2082,,ETH,,83.25
2022-05-10T13:29:32.000Z,Withdrawal,0x5dc4b572423f6485c3cf5898b5799c3ea57a98975c8053da9bd6383c5631de41,,ETH,,0.03
2022-05-10T21:28:57.000Z,Withdrawal,0x839289792849e046cb4e37b5563f25e95a8d217d17cb2a26fcaca188a31345ce,,ETH,,0.21
2022-05-10T23:37:42.000Z,Withdrawal,0x66d0c6205c9bd76dedd76117aaa483380d972a9db3df1d3183d8c6891dad972f,,ETH,,0.23
2022-05-11T02:02:23.000Z,Withdrawal,0x9dba13537a7a642dc8348f7478e5a2047c0b9d4da6c19955e34b84a72c4e92f3,,ETH,,0.32
2022-05-11T02:02:37.000Z,Withdrawal,0xa2406ab63eb0da06cce560a65175ac4c137638edbcce895ed85e3212172296e9,,ETH,,0.73
2022-05-11T02:11:28.000Z,Withdrawal,0x15e7c00a25b316f664b7c9d05b24f3d3b84f021d40a5c768c57a794e0363abd6,,ETH,,2.1
2022-05-11T02:14:05.000Z,Withdrawal,0xcfe307f9c4c1d96102054a9bf0f220c5ad29dd37f4eedf7d2d2e89c6e9aefe25,,ETH,,2.34
2022-05-11T02:14:21.000Z,Withdrawal,0x055727bb1438c389b0d14cb1247b25b0199d3f8a24d6f77d12db74ec565c582c,,ETH,,2.63
2022-05-11T02:14:54.000Z,Withdrawal,0x82173cd070ad5e0de94aa775df138337a077eb484abc4ed932aebc4a8e609b91,,ETH,,3.5
2022-05-11T02:16:02.000Z,Withdrawal,0xc318402122518f4795355eaab9bc9759ef8c89220b52f18250878206f79ecaaa,,ETH,,4
2022-05-11T02:18:51.000Z,Withdrawal,0x3d9255a2d751526614cf5d25bfdd3332e4fe9cf13144aa2dde82ba0dfa9d7796,,ETH,,4.41
2022-05-11T12:45:58.000Z,Withdrawal,0x59d89f0a92ccec450f7f5a05a426aa4f71fc38d743121353184c8e24a690672a,,ETH,,0.13
2022-05-11T12:54:32.000Z,Withdrawal,0xe5027dc67de86e8a785facfd2d8a7a2f5e2a3c9ad8ebeb528101bc0c8f0242c9,,ETH,,77.03
2022-05-11T12:58:08.000Z,Withdrawal,0xf943ea3a0fd2ca940f62b2c0790ce9010a131439b2bc53eb03a2f2467148833d,,ETH,,80.19
2022-05-11T13:04:45.000Z,Withdrawal,0xe6020aeb8864ada2cad7aa2db1fa7d7c89ae9212535e22df1a925b896db357bb,,ETH,,86.8
2022-05-11T13:32:58.000Z,Withdrawal,0x0f80af97f692b33286f669b00ac5d4c4165fc16e89951087c60323c514576565,,ETH,,0.01
2022-05-11T16:20:15.000Z,Withdrawal,0xce81e28cae32afbc9d3508bf35406b45c620d5dbf722aca3c11eabf38ef7ff18,,ETH,,0.16
2022-05-11T17:08:04.000Z,Deposit,0x23652bf20b586e0e28068c01df8a7db2159b6c33fd36b3f642794052f593779a,WETH,,100.5423061946702,
2022-05-11T17:46:36.000Z,Withdrawal,0x9eff0879f9e6a49ecef68e3221b65c5778a67aee43064ae5a98faf32ddf9b006,,ETH,,116.865
2022-05-11T17:52:07.000Z,Withdrawal,0x6c0b08c7ebbc8a42f12ee2227a8ee8607447d00bd4966f2b4a956d0fa56d20b0,,ETH,,0.18
2022-05-11T17:52:55.000Z,Deposit,0x86b951f32bffee26a5c5061129ddc3150689e02ad5bb627cdabe7af8fc90c6df,WETH,,116.865,
2022-05-11T18:06:57.000Z,Withdrawal,0x54cffbacd5ec6d18fcd8db394751803ab31a608de822e5928f748bfc29a3c5dd,,ETH,,135.324
2022-05-11T18:14:10.000Z,Deposit,0x6384a06902c3648a3b7604ddac4600ca2389df216b139995eb0b9d4400654824,WETH,,135.324,
2022-05-11T18:22:54.000Z,Withdrawal,0x50d54d09227d4f0de871efebd5546036b00f6dd7da3ed5d400c40844481336a1,,ETH,,155
2022-05-11T18:27:46.000Z,Deposit,0x342c46cf6720d1b516e896c3136a0dd93846dfe05954d40cde6afa6c00781454,WETH,,155,
2022-05-11T18:31:00.000Z,Withdrawal,0x0a5e526cb923575b1bc3d5d08382e1fa0fb4d75a5379a38c506967669e95fcb2,,ETH,,0.22
2022-05-11T18:34:35.000Z,Withdrawal,0xa0866688ba051c7777bb710bb5f353de079a9ac3a1703e7563c08df03ead2c7e,,ETH,,176
2022-05-11T18:36:19.000Z,Withdrawal,0xd69893dc8e457f994a99983c0ecb7dd4ef3010e6a303488f56b41925ad6b466f,,ETH,,0.27
2022-05-11T18:40:21.000Z,Withdrawal,0x5c927fed628544d9cc3e89c70929ff49d17b131c8cc865d4b54e3b816d250bb8,,ETH,,0.33
2022-05-11T18:42:23.000Z,Deposit,0xb01e85f549ec808968856435f05fb6f3217bb6ea2d01456536e27b0a973b153f,WETH,,176,
2022-05-11T18:45:58.000Z,Withdrawal,0x772a4cb357dc22601cc01c31c07a664334813daac6b8c47a8c01565f4e91d9e4,,ETH,,0.35
2022-05-11T18:49:49.000Z,Withdrawal,0x94d5243717398283d306de702bb26ca262cbc1a55f48151d0fc928699a044bef,,ETH,,198.324
2022-05-11T21:21:39.000Z,Withdrawal,0x449cf3155456a6ab929233b484c3c140b983960f5a03297f4a011e4cca3fd969,,USDC,,40000
2022-05-11T21:59:34.000Z,Withdrawal,0x67236c19504772bd7f1b274d77c7ff3ba9a7b17c077a10c63f49e82f0172ffe3,,ETH,,0.01
2022-05-11T22:45:25.000Z,Withdrawal,0x0858d21a7d23325f797dc4cbae4802422ae4648e7f28c1191e17587aa9bc57b4,,ETH,,0.02
2022-05-11T22:56:38.000Z,Withdrawal,0x4a8c641dd928bd03caf78f826547d263aab02a8e34486cae0c11ba244229850d,,ETH,,0.42
2022-05-11T22:56:38.000Z,Withdrawal,0xef7bab73211fb8830351768645118c1fbd2df8d3330d94172d9883a6794eb88d,,ETH,,0.42
2022-05-11T22:58:28.000Z,Withdrawal,0xab5807b212b9abb64db1a2ec3bec6a6cc969771a4c631500cad9efdb7faf1746,,ETH,,0.45
2022-05-11T22:59:55.000Z,Withdrawal,0xd2964b158175971f76ebef24682d58d8c4cdd9179fc6b4f9336822b4b78f858a,,ETH,,0.52
2022-05-11T23:01:23.000Z,Withdrawal,0xba59fd95c0b5d2a0bd99603ffee9b5e6cfc5d1acc1ef4fe243425063855e8318,,ETH,,0.58
2022-05-11T23:02:51.000Z,Withdrawal,0xbbcb4131229bfdf0d1c5590c76257934c36c6a0548510127e1a8f7992dafc4d2,,ETH,,0.82
2022-05-11T23:30:24.000Z,Withdrawal,0x8d8b313124a667fea8a6a3a7cd63231d7b8ec8f0c1d955ea8bae41da7616c162,,RPL,,1000
2022-05-12T01:20:38.000Z,Withdrawal,0xc018d60b71b4319feaa69e0658160563c237fe93446e85afe6a13fed06fe9f4c,,ETH,,0.17
2022-05-12T01:22:19.000Z,Withdrawal,0x94df42591ccef8a2ba81fc5d58d53e979154ddc0c5fabad6d3f664521f992410,,ETH,,0.32
2022-05-12T01:23:29.000Z,Withdrawal,0x987117087b7142a5831d841671274a48e11dde664d8336626518ade80deb285a,,ETH,,0.44
2022-05-12T01:33:43.000Z,Withdrawal,0x654f94cfd11396df913dea3825dda8b4a3d3ec387a11b6d0c91502b087b0c9cb,,ETH,,0.16
2022-05-12T11:34:45.000Z,Withdrawal,0x29faec762c3ffb38d7326fdf67d2c4538f789d250ed0ae675b00b466c1300a5e,,ETH,,0.03
2022-05-12T11:34:45.000Z,Withdrawal,0x2a59826a894d864d013c9c871153eba44195aef382f044df1eb7f8197ebee3ac,,ETH,,61.2
2022-05-12T11:34:45.000Z,Withdrawal,0xf95d176b77a5266b4ca200e073c6c3f5210584898555fa8d4f5a8e3e650bec4f,,ETH,,0.01
2022-05-12T11:37:25.000Z,Withdrawal,0x1426ae38aae78a46bfe392581dc90fcee776af29267faf2ad57c4c2f8b433f69,,ETH,,0.07
2022-05-12T11:38:23.000Z,Withdrawal,0xa39c56dae7a2fbecdf568cc61247a5198dfda787c4335cc36317d09974a4c0c5,,ETH,,0.07
2022-05-12T11:38:26.000Z,Withdrawal,0x530e155237bb251a1e4579ec139b86b29317bc7d95524ead1f6ab655a089e9f3,,ETH,,0.07
2022-05-12T11:41:50.000Z,Withdrawal,0x3061ab5c393eff68128d41368a27176908a024da721549a978cc6884915105ed,,ETH,,0.08
2022-05-12T11:42:51.000Z,Withdrawal,0x95fbba51f354be304260bab9e083bcdce68ad346bd6069f65bfcc6db7b2ce8c9,,ETH,,0.25
2022-05-12T11:43:53.000Z,Withdrawal,0x6fb09ac7ae0fcb2840453d8990bd8a6c076948c8ab12bc5257ee1f7886a1d27a,,ETH,,0.33
2022-05-12T11:44:53.000Z,Withdrawal,0x17327cada72f3efb7ef78a4ab4105f1d208d44da635e7468dffe3c474cc2019f,,ETH,,0.4
2022-05-12T11:58:28.000Z,Withdrawal,0x1fabbe9ff380b0be61700884a1cdb86c9798d60980ad1a7bd288418521d4a872,,ETH,,0.01
2022-05-12T12:03:20.000Z,Withdrawal,0x118e1e9f49dc3a2e2efaba6a40edfc937189646cdd07eac3406c2f6ebf37e358,,ETH,,0.05
2022-05-12T12:06:31.000Z,Withdrawal,0xd48fd7eff8e9faa5bd781ac7297eb3fe641a743713375be2ba805085bfb24045,,ETH,,0.3
2022-05-12T12:09:18.000Z,Withdrawal,0x3b573154aa050befd4288e5b05d833aed9129a09a417caa8279875ae25d87c75,,ETH,,0.31
2022-05-12T12:12:01.000Z,Withdrawal,0x25e231ffeaa121a4473f418fc623f3a9c22af7af21b3507101b6bdd1a0c05bc8,,USDC,,25000
2022-05-12T12:15:32.000Z,Withdrawal,0x6bc0c4fd9198720f0fb42da384a280d062837930842dce23bdb09df68b8ab155,,ETH,,0.3
