Date,Type,Tx,Buy,Sell,BuyUnits,SellUnits
2019-08-13T22:26:35.000Z,Withdrawal,0xaf04af7c7def73d1f401b7e67c81853f8fd7afea1afccb46a02ffdd5f5a0106e,,ETH,,241
2019-08-15T02:56:02.000Z,Withdrawal,0x6f7d7a77cf0ac58f78ef31349aeb77af2ea3315f6f6a2cdabdb26f5861d425fc,,TUSD,,25000
2019-08-15T18:19:57.000Z,Withdrawal,0x625ff752402fd43cc76b9889e46213518da6b64328f6e0eec974b7d9bcae322d,,ETH,,200.8
2019-08-16T17:25:28.000Z,Deposit,0xf7c0b8047ad5d30bb8de0ebec817636a467e63358655120ae90246cb214f6eef,ETH,,0.03685559306035496,
2019-08-19T09:24:54.000Z,Withdrawal,0x637d0e4082481216d0342fee57b9dd71a86b016f7f6ba005568a9fb5f59aa9ca,,ETH,,0.1
2019-08-21T10:16:07.000Z,Withdrawal,0x1e22be3d07d79d0b9121a7e4058b045382e8652c6b78355c0cddc361d0b30972,,ETH,,1
2019-08-21T10:35:12.000Z,Withdrawal,0x7d4933924016938865c6493ba2c1ec4509e65113e01d9aaf0dfd06e000a8e8d5,,ETH,,0.6
2019-08-26T12:05:09.000Z,Withdrawal,0xb5336226fad3e02edcff778587d51a931729a5e2c36d1ec2b3e0134eea74c697,,SAI,,50
2019-08-29T14:25:52.000Z,Withdrawal,0x1d5a987267aaa8d2d82d2096ab66aa946ea5b0b38a91dac65b9267662d4ece01,,ETH,,0.1
2019-09-11T00:14:00.000Z,Withdrawal,0x5b5c0a12795a213c58153e91fd8646bb378106de2a3b342726108057532075b0,,SAI,,500
2019-09-15T18:19:51.000Z,Deposit,0xa21a21f13196bf8399a451cc33c2420d65c1df2920d78abac27aca577e52cc9e,SAI,,2.4670597993775845,
2019-09-16T19:59:50.000Z,Deposit,0x299bbced6c84210983fdd2a6189c54b95d3d92ec0bd29a2f9eb27fcdf17d8754,ETH,,1384.27464,
2019-09-17T04:15:34.000Z,,0x85e59df3e16f7a7144475cb7cf801316090c49a45422f7db040c9603683c07d8,TUSD,ETH,273246.3380918886,1383.1364185890427
2019-09-17T04:19:24.000Z,,0x83601e7a4b6de861adce30072d49c3fa9c3f1ddb09a06bc93154f1d6c7dd18c4,TUSD,ETH,2629.9960041344275,13.312688028919535
2019-09-17T19:04:33.000Z,Withdrawal,0x3a7e79bdced818ee0b5e3ed08b1ff1f7f1f1a1a47678fd9b53e7b3079ac24d47,,TUSD,,275905
2019-09-17T23:39:47.000Z,Deposit,0x5e413b7cb3ec07f2ea7da14e5aabc9e66fa43175f450aa919bc2e686fabcc925,ETH,,1320,
2019-09-18T11:06:01.000Z,Withdrawal,0x961f7daafd8a983885b6d13da97e2630f1111c31c3f90c8f39209c4ca5fca314,,ETH,,70
2019-09-18T11:35:03.000Z,,0x62d8fb22d87d4d1304f83c9830fd7036a3764d5af451d6b6f3e2529619e9d19d,sETH,ETH,270.95448422318384,266.93919491023814
2019-09-18T11:44:33.000Z,Withdrawal,0x5f7afc455a4bed40db217ef54eab85439f9e61cb048e9e60f8d5213c430f187e,,sETH,,276.9
2019-09-18T13:43:23.000Z,Deposit,0xac26234cd1dcfc42e080b4db3bccc0d735f0fac105c5e66f9c739a8b02261cab,ETH,,17,
2019-09-18T15:15:07.000Z,Deposit,0xacf1940c2d8213d332886459f1222e27b194b8b63c32676a587a28ba7c17b452,ETH,,1025,
2019-09-21T11:43:38.000Z,Deposit,0x4ca9bd00983db7c1996cf8b15498c32bb86e94273e81de172adf0ff373a02397,ETH,,2000,
2019-09-23T22:35:47.000Z,Withdrawal,0x7abdf047db53a5795044cd2fcb01a65ad05102012853a0f6138150544c146096,,SAI,,10
2019-10-02T00:45:54.000Z,Deposit,0x14d347ab5c137f966ef72d6a3ff511d1308ade17f83c3d59a95d3e807256e8ab,SAI,,600.0616224684752,
2019-10-02T14:22:07.000Z,Deposit,0x1dfbc499855b090f5f4c6f7500742be78db94083393387b4e1e3bb157c2090e3,ETH,,5.34539168,
2019-10-02T21:45:21.000Z,Withdrawal,0x29b69220fcd3dee9d132cb5ee235ac671f60e20945a0d4e8bca2cd2edd2fa00d,,SAI,,10
2019-10-02T21:45:44.000Z,Withdrawal,0x6875c185caa4ec9f6cc38c764b476adbda884b30a019778c82db0334fe8691dd,,SAI,,50
2019-10-02T21:48:09.000Z,Withdrawal,0xa2f46c3c9e8945289e501cbafefb3ba43d50fc2fe9a7a3d1fdc2753f44d096a4,,SAI,,50
2019-10-05T19:31:49.000Z,Withdrawal,0xb46c4cf26696b7169158d83a9df3fe94bf93c2089217dcb581572a6f06c52aed,,SAI,,10
2019-10-06T05:12:01.000Z,Withdrawal,0x8480d404ef35d177570296f1ed80ccc50ef880e0d99b85ad7360f57a3d1f29d2,,ETH,,1
2019-10-06T05:13:16.000Z,Withdrawal,0xe8a9c16a30d857801858337a2b244bcaf6ffa8f8f99009cbb591a4d8841acd1d,,ETH,,1
2019-10-06T05:13:16.000Z,Withdrawal,0x97b634af29bcab841c700841429c35e515ce23d8d4af4df1038e3b2ea417c0fc,,ETH,,1
2019-10-06T05:13:16.000Z,Withdrawal,0x0c1e21d27a77cde3ddf62c2a62ed3d904cdc78ca32de8c689abb81ded8c6d938,,ETH,,1
2019-10-06T05:14:51.000Z,Withdrawal,0xc5c518f85699089a2c62f6305b5e11787943d7f8d1d478c15113dddc56996240,,ETH,,1
2019-10-06T05:14:51.000Z,Withdrawal,0x886390881e6932ed0bbb4f8156b2d8e1fdec80f461f5431fbd94d9b23e7f0d3a,,ETH,,1
2019-10-06T05:14:51.000Z,Withdrawal,0xa2893255ffa8396e6609f65de51af9c0d35d38ae21282548a0354946b9f8a36a,,ETH,,1
2019-10-06T05:15:04.000Z,Withdrawal,0x57b48db8d8cdfafc0adf0a9a5c9f7584662b1f0157399df8668aed1dd726eb03,,ETH,,1
2019-10-06T05:17:14.000Z,Withdrawal,0x5e6dd6639e7b0c07f8db011fa5f3f74d429468dffa9014378886802eb08b7c80,,ETH,,1
2019-10-06T05:49:14.000Z,Withdrawal,0x05cc7470b73b8e05cc1f5454c550433f7020705439469ed0bb774e8c42e94ce6,,ETH,,1
2019-10-06T06:28:34.000Z,Withdrawal,0x7de4e89cceff85172d2ae5b32e4208d6f20192814b8d1cefdee9c2816f66880b,,ETH,,1
2019-10-06T10:08:12.000Z,Withdrawal,0x9a0ab389036fc07a084bf5f51170e9e82a21c51b2758564c9f8339ec71112dcd,,ETH,,1
2019-10-07T19:23:34.000Z,Deposit,0xf01094c83d17ae9f54eb540f7f9a400007590db00db6563d6a9f405bb59edba8,SAI,,13.870967741935484,
2019-10-10T05:30:54.000Z,Deposit,0x0f230269c625d0f1eadf15ed0aa534044108577dd1a14f05a6c5fb682e0f788d,ETH,,258.4,
2019-10-12T04:43:59.000Z,Withdrawal,0xe367e54ea8d003c93918cc7dcdfedff313039fbccb539de79c93d0327092861d,,ETH,,54.25
2019-10-17T04:23:38.000Z,Withdrawal,0xa434a1494366bea7beaf759667ad3f606bfab62145bcafcb588cbf744010c1bf,,ETH,,2.57
2019-10-17T06:54:37.000Z,Withdrawal,0xc1a7e243f79f1033133cc8d5950339d9479199dad9de48f5b33e956f5ad898e3,,ETH,,2.57
2019-10-17T06:58:13.000Z,Deposit,0x44a055d51e2e966c3794c32614d66d994dcff6244ed130d0c0d11fc20cd8dfb3,ETH,,2.56991462,
2019-10-21T10:50:30.000Z,Withdrawal,0x85ba6140305befd36d8fbaefe0dc8a3a9dc0f66af986e6eec374bf277c6879a8,,ETH,,80.64
2019-10-21T10:52:34.000Z,Withdrawal,0x71e04cc8e954b9fc8c0524d8f6354dc9f0aaaf671b3e91fd7aa1eeee053f6615,,ETH,,80.64
2019-10-21T10:55:10.000Z,Withdrawal,0xb1123d93f7596bc251f7ffef5ae03e44e81d72893c196d4e40877882034bc2f9,,ETH,,80.64
2019-10-21T10:55:33.000Z,Withdrawal,0x6a58e8c45424f47996302a17996a1bf018b783a7170514047c1d0d06bec7c8af,,ETH,,80.64
2019-10-28T21:06:52.000Z,Withdrawal,0x8dc8a5565ad0837ee5592f1aeb8a1ff825e8c396a6d778ab6f8e0da277b35e01,,ETH,,80.64
2019-10-29T01:19:11.000Z,Withdrawal,0xd2359f96f95f1420e60da347df61499ca2e1f71da1d04435be84bb91a981180a,,ETH,,100
2019-11-12T03:50:31.000Z,Deposit,0xe87a406d8754577aed74e4d500e45d253bf19b75be8930d96522308823d12e9c,FOAM,,1782744.31213432,
2019-11-15T21:38:29.000Z,Withdrawal,0xe0a69053ce90d95301a0e4606b49fc7e9c3bdf3d2c17f4287c2bc57aa808bec0,,SAI,,280
2019-12-11T11:21:16.000Z,Deposit,0x5ef1b73c58ef793c5210d860fe8acead4af7f21e9acc6ab75651d54a5f23bdf2,ETH,,139.80742628,
2020-01-14T14:08:54.000Z,Withdrawal,0x27493a0ab490ec5834825908b63e8b887a12e86d6621c4a7f11ee9498cfc1d5e,,SAI,,200
2020-01-27T02:45:29.000Z,Deposit,0xea4b5724fbf43254c05c21d87cf9b674c4baf669d4c292ad16c03373d907ff57,USDC,,50,
2020-01-29T19:16:14.000Z,Deposit,0xd214bc9353bbe7162855652fc108acbc4de04113afff1f1c750a129deb92b24c,USDC,,1500.481254,
2020-01-31T03:31:10.000Z,Withdrawal,0xda4d7ccaeab265e4dd7af5c8eb2dd0992f156c747dcaadaa7f0d9b8e059d5b2c,,ETH,,2.738
2020-02-09T15:46:47.000Z,Withdrawal,0x0530b1d8585cbe0c83050aa4795b01d9e1248f5dd91469ae35b5825fb153ad19,,ETH,,100
2020-02-17T15:35:25.000Z,Withdrawal,0xdcdca2e3033b7560fbace4dca263aa1ee4ca07eb87c04813d7fdbc4b450f719a,,SAI,,60
2020-02-24T12:58:22.000Z,Deposit,0x0831b50676bc978193132d21a1563af2ccbc700643352d7bcecfa29e17a4fb68,USDT,,453.72,
2020-02-24T13:07:21.000Z,,0x9106254b5c81a6fba55477cdee84927735e451b1219390be4185af4a6c643060,ETH,USDT,1.6725774644690015,453.72
2020-02-24T13:18:31.000Z,,0xce9c792a0033fe4318b045f8e9040ec42dd10a67f8fefd02b8eb0f6d9a49be0f,ETH,SAI,0.24114728024701595,65.50382725895587
2020-02-24T14:20:21.000Z,Deposit,0x2e82adacb171c6b3f91cbf721ae5012e8945920e34b51e2b8e10b3e5632eaae6,DAI,,25.25,
2020-02-26T10:43:35.000Z,Deposit,0x04c50ebe0e0475ee81ca12ad6413c5baec1a629fcda3ed2c253b7805c3149556,ETH,,2.73662043916,
2020-02-27T15:55:56.000Z,Withdrawal,0xafea75b378b1517683b1f4dcab9927be07ae99bff5a41696715da5574b71a7a4,,DAI,,5
2020-03-06T16:58:34.000Z,Deposit,0x90a505a54da870a3fe6bb35a48efaf320b593e2a7efab22085885fc583c88fda,DAI,,6.071428571428571,
2020-03-19T02:50:57.000Z,,0x4a63769678f82d14d40d24a4b24703d4877eb7945e3c091030341b181d815781,DAI,USDC,97.65167257784792,100
2020-03-19T02:52:48.000Z,,0x742525f604b4be5aa9f48136efb4fd1e6991a7c5e404996727ff8eadd5f68859,DAI,USDC,97.42650597007679,100
2020-03-19T02:56:54.000Z,Withdrawal,0x3a0c55cd4356732714078c68f50a70a2a86023151748979593b0d1520c470c68,,DAI,,20
2020-03-19T02:57:21.000Z,Deposit,0xed81412f98edccd49c88552369a56392cec3b3ce817e56f1dfe521200e01eec8,DAI,,1,
2020-03-27T23:03:41.000Z,Withdrawal,0x11dd7d31e20c6852208b8e1997f1090319d74f10f89841d5b7b26900ad67f0e3,,DAI,,1
2020-03-27T23:04:56.000Z,Withdrawal,0xc1a5dd09f5b8fb1145ebc4818a64fe212064c44c4e8dc9406712dee1d60171fd,,DAI,,1
2020-03-27T23:06:56.000Z,Withdrawal,0x3ecf0aee4dcdeda72df29bd84ce6d51facec72cbba326160ed6f45d639e10b25,,DAI,,1
2020-03-27T23:06:56.000Z,Withdrawal,0x11c2d3e38ddf1881e5ee65c2dcbcf349d5a6e4bbefcb301a8f323ac249b6a1bf,,DAI,,15
2020-03-27T23:08:31.000Z,Withdrawal,0xa8de06f4f1181c8c57ba58d0b8757677a0be4c3d8e96708f0836c873e8a6eae9,,DAI,,2
2020-03-27T23:09:52.000Z,Withdrawal,0x893198d7154170f66bb2dfa3fbd0d96af0ad90c6ac314af995351c2b4e3ea58f,,DAI,,1
2020-03-27T23:12:24.000Z,Withdrawal,0x755414ea31f0a0c3fa28e38ef6c7a328598eeebdac2c2da16571e9bd4dd260af,,DAI,,1
2020-03-27T23:13:31.000Z,Withdrawal,0x178a1d0d13168f9dcf06fa75261feb03177cf67f4f6fabb5a5e16208bf9963e2,,DAI,,1.5
2020-03-28T00:57:34.000Z,Withdrawal,0x545bf8271619f556e5e4c2f61170d977172319ffcaed1bfab38fe0e7fd548939,,DAI,,50
2020-03-28T15:23:30.000Z,Withdrawal,0x563923541e2bf1500f02708f88b4112d83ea426d9f9f9a8d06ef9b70beda61e0,,DAI,,10
2020-03-28T15:24:10.000Z,Withdrawal,0xa30150b9b91e0e76a0623a4070c1fd4def3396e10d8ea22e5c109e5ae8db7e26,,DAI,,10
2020-03-28T16:45:47.000Z,Deposit,0x84b2fafd18f273f60ce256cd82bb530334976b0f6231fed604bb9183752f4424,HEX,,1000,
2020-03-29T00:15:33.000Z,Withdrawal,0xab9434e56496974814f68771b487def39647e987ca92496f787181fd5e139cc5,,DAI,,5
2020-03-29T00:20:08.000Z,Withdrawal,0xf3713cdb7dd0e49e155839463df6945c7f1d3ea6523648bd9d3cdd90144e88cb,,DAI,,5
2020-03-29T00:36:21.000Z,Withdrawal,0x3fc3e59d5566164a9b4030b269f9b42b56754a891539fefa0357a0e86edaa390,,DAI,,10
2020-03-29T00:38:21.000Z,Withdrawal,0xaf0b8a86919b66a1f7570763937eced8b9183b6bc8a7dc978dbb4b3bf32ed297,,DAI,,10
2020-03-29T00:39:28.000Z,Withdrawal,0x5256d36d138d3d8acb6e33b65cf6edd5f0b846a5bd7f599c5e57f6982f50e92c,,DAI,,10
2020-03-31T15:36:59.000Z,Deposit,0xa176b744f1d86d35b00ff98c407756c075cf9d2f87d21d03618d6548b203c45d,HEX,,100,
2020-04-09T16:05:31.000Z,Deposit,0x728c700cbf99392dac078c281f72d622cc2ba8190a0623f80404a9a8c3827205,sETH,,29.44909577628863,
2020-04-14T15:39:09.000Z,Withdrawal,0x025ec4cebecda8ab5f60805995b8cdac96c595c80f931982d933a9e3821ff5e4,,ETH,,25
2020-04-16T16:14:05.000Z,Withdrawal,0x36831e57bd8b1e836954ecac525f13fa8154fb72263eaab6a8d51f4520e8770d,,sETH,,29.503579999472443
2020-04-17T15:50:56.000Z,Withdrawal,0x387241d056ae631a8be41447404b7c018966c64fbccb6d4d80b359df08f9c3f9,,ETH,,1500
2020-04-20T14:42:34.000Z,Deposit,0x8d86d05b6a861020c601bf82566864428d5902a69e1ea98a5fa1355c92e3e9e2,DAI,,19,
2020-04-21T18:25:52.000Z,Withdrawal,0x69d59d218622b86d8b5d85a60f3de7e4eee001bc0da567c186f299551248dd26,,USDC,,10
2020-04-23T19:42:15.000Z,Deposit,0x92592e14b8b704c483b008aba91e2486d374a827acf791ca585a2fc1ccdb72aa,USDC,,13.858403,
2020-04-27T04:19:31.000Z,Withdrawal,0xaa01a263812dd1313d9ab42edbefc32f562d6c2fe54477175d0ba6433cf7b437,,ETH,,15000
2020-05-02T00:28:15.000Z,Deposit,0x553428a557089cbb717f2e525569544d3472c064b86e6e865b69e8efa4d2e645,ETH,,99.8971597,
2020-05-04T12:09:10.000Z,Withdrawal,0x0749dde0b24ed1ce810e12834937f911bc85c8ad16366191577735cb33fe51c1,,ETH,,1
2020-05-04T12:09:10.000Z,Withdrawal,0x510b51dee02abeba7facf2210f7c03913e875e075c4aa2b04d23ad5f5bb74c49,,ETH,,0.1
2020-05-09T00:53:06.000Z,Withdrawal,0x86e306cce660d6a94f171fe7954e1042290d4861f847c3826cfb7ce04d2dd501,,ETH,,20.09
2020-05-10T20:54:40.000Z,Withdrawal,0xe8389ee9047fc40e1a07d8fc70fd64ed96c6e6b5928b827dd44810c547378158,,ETH,,1579.6944334172051
2020-05-10T20:56:07.000Z,Withdrawal,0x0613d4175f4dac3cdbc7bc55e9f87ef61a5e43e88ae5288e9f7a95ffbd51220b,,ETH,,1508.4837003603557
2020-05-10T21:50:47.000Z,Withdrawal,0xdf1b2aca4a297ec21abe5ed76498e4979d1b5d96e9eab032a028c25e45200c77,,ETH,,0.04
2020-05-14T04:38:49.000Z,Deposit,0xc48352c0f51964083f49f600732d1f1a2ebef5b811fc9c87633f36f1a65c044e,WETH,,4.948765640000712,
2020-05-14T04:43:02.000Z,Deposit,0x192687e8c02c712b5b3eef258d3fd271988588dbcce503a12715025cd0bd3c98,WETH,,6.558275959434504,
2020-05-14T04:53:37.000Z,Deposit,0xf8b4050330b27dec72db9867e5275d8f2a305c249dcbb219ad29ac964b43dd0c,WETH,,2.519237370671559,
2020-05-24T00:52:48.000Z,,0x3688d0de43b604aa1f66a75f277e8d43de8e5ce497c5cde90906a008242021ba,FOAM,ETH,123152.99206071788,5.019486676232506
2020-06-01T15:51:00.000Z,Withdrawal,0x8b0c7b77cc1dee7b8398f2caa8d1c25d5cab26fc79dbc9898f40535e91bdc462,,ETH,,0.1
2020-06-01T21:57:23.000Z,Withdrawal,0xef7c277ed3fb262f31f28ef780e920de1bc1ddd76ffacebdb0b033c988c8a4d9,,ETH,,0.1
2020-06-05T01:55:31.000Z,Deposit,0x9d749725d54fff12e33a97cb55b58a79a4c7ba8865fc34045081a788c28889dd,SNX,,109466,
2020-06-05T02:16:24.000Z,Deposit,0xdfa8c13e25f967d678bdf91bdbcd2e19757d2215b691c52e245ec7a4853ce462,USDC,,10014.34857,
2020-06-05T02:28:09.000Z,Deposit,0x659dcbbda2c8485f59d5ab6815803d5ee3c38ba30fecd753860b0d49c40991f4,USDC,,0.000001,
2020-06-05T02:28:09.000Z,Withdrawal,0x659dcbbda2c8485f59d5ab6815803d5ee3c38ba30fecd753860b0d49c40991f4,,USDC,,10652.343608
2020-06-05T02:28:09.000Z,Withdrawal,0x659dcbbda2c8485f59d5ab6815803d5ee3c38ba30fecd753860b0d49c40991f4,,SNX,,109466
2020-06-10T15:38:59.000Z,Deposit,0xd47654a3bd6cf2369eaa31dce799f70503a3ea8ee948dd4dca489d4f4d72c950,SNX,,684.5074052997802,
2020-06-10T15:40:57.000Z,Deposit,0x521d5ebbb4ce1ec068c2801a78145cc7efe64ff28e892ed59ab991b76bef6fb8,USDC,,11551.553429,
2020-06-10T15:40:57.000Z,Deposit,0x521d5ebbb4ce1ec068c2801a78145cc7efe64ff28e892ed59ab991b76bef6fb8,SNX,,108489.89607884314,
2020-06-10T22:31:39.000Z,Withdrawal,0x253cd52191c4dd79abf231b50ef6e64b388d3e4a3169e582038a850db75ac420,,SNX,,109174
2020-06-10T22:48:58.000Z,Deposit,0x29af09714f3b14e63403da291cf0d7e7f50a09f2947ddaf2a96d4b18cc9fff65,SNX,,109174,
2020-06-10T23:29:14.000Z,Withdrawal,0x61b71fb5278c4bd080a636aeae130ab2dc251fce615f52a867ae2a87adaf1662,,SNX,,10
2020-06-10T23:39:07.000Z,Deposit,0x2d4550bc51834581b82f1f74a4523e61cf58fe741e96b8fe7f94c3979c7096fc,USDC,,10.5,
2020-06-10T23:46:45.000Z,Withdrawal,0x3e2f83085c75d61244e65de6540f8c1d4f07dd88ce86f7bfcb22e4b2940e3602,,SNX,,24995
2020-06-10T23:54:50.000Z,Deposit,0xd04baec745ee0ee6730ad52fb5a1eec3dc84cc7a232cbb57aff502cf9cedf6fe,USDC,,26238,
2020-06-11T02:03:32.000Z,,0x5db48f989bc660d4b1c8f2fccb160dc95adf35df070794676559e2a798ff7455,ETH,SNX,40.89622658653872,10000
2020-06-11T10:20:19.000Z,,0x643ca2091bb3ab326d149ad98d99148169c2148a95f56a193f8b2b5e612de9cc,ETH,SNX,75.43132463826605,18000
2020-06-11T14:12:51.000Z,Deposit,0x7c8044d0fa45971b981a9b03aee60d833a3a665a03ccfed90a0e5181e7f75be0,sUSD,,10,
2020-06-11T14:30:21.000Z,Withdrawal,0x6a0a170c19c6de8cdb40536ba6e12f4813adb2b4b8859e930c44e0f48246ee60,,SNX,,44000
2020-06-11T14:37:57.000Z,Deposit,0x879683adda62b9e366a732777592aedbd22a47eb36e802e409fd85f9d05e1114,SNX,,37120.68795596263,
2020-06-11T14:43:15.000Z,Withdrawal,0x13ad0504defc6e9108b613f4021165ac843471b6040c7b153dcade5ab792b067,,SNX,,45000
2020-06-11T14:44:26.000Z,Withdrawal,0xe85370676e1f4789751bbcf0b0f1d4f580772d70f662a29211ede1a5284140e6,,SNX,,4000
2020-06-13T02:21:19.000Z,Withdrawal,0x1429c2abfe60b1d4996be5f6391083410c3af085c952399d2448073340b3e2d3,,sUSD,,9.978043716165164
2020-06-13T02:25:41.000Z,,0x06c60f2ff6bb9aa1f7c4296df15974d208d1b37c75fc6e651c2a49ec7ab583ae,ETH,SNX,1.333552425484881,290.2623901288003
2020-06-19T21:55:19.000Z,Deposit,0x3c0cc6b323a404be507232e212d9bcecc80e3f4834f37270765000d7fc68f2b6,SNX,,37369,
2020-06-19T22:13:30.000Z,Withdrawal,0x628509b70a996f62469a058c6e9a5904bf37bfdd2ce5f74f3e712ca4b802079c,,SNX,,37369
2020-06-22T20:09:14.000Z,Withdrawal,0x2b076fd7af7b32b4c2625583389443cc834b005619dc53a66b3edfaad8fb4e7d,,DAI,,10
2020-06-26T17:12:55.000Z,Deposit,0xfb70ab9f83f335f7450f2c1818661df4efddbd08fc6a9060ea3a2e679459356c,SNX,,36752.91059393552,
2020-06-26T17:35:16.000Z,Withdrawal,0x59f638004c4614d9680ce981afb8440843b4fd611ba6e74de6b0e56aad0ef4e0,,SNX,,36752.91059393552
2020-06-26T17:41:33.000Z,Withdrawal,0xbfc2a1e55ecadf6709b0c352e56ca036937f50b1158260c59c54229dedd93257,,ETH,,1
2020-06-27T13:57:08.000Z,Withdrawal,0xab8465e8c14caffdfa547c6d71a681f29649513b81f6843b2d9e2edc3f3d4da3,,ETH,,5.75
2020-06-27T14:41:04.000Z,Deposit,0x40f28e338d756fff357c0ab4dab8e21fff9563358b05740fd901d18dc3745183,ETH,,5.75,
2020-06-30T01:30:33.000Z,Deposit,0x1a477484328b44d3a153f6e0560b61d41dd5ac130370d980018b27b7c4417c11,USDC,,354.16,
2020-06-30T18:44:00.000Z,Withdrawal,0x7d005fdbfd114a203a551f0b50a9038709a7a7b376fb8e445929c173b667d52f,,DAI,,10
2020-06-30T20:21:17.000Z,Withdrawal,0x0c733fea0dbe9f36b1971784822220cc43b74df88aa5ea5a39383b227c64e0a7,,DAI,,20
2020-07-01T16:58:44.000Z,Deposit,0x56a70140691126f4207e8599c456fd3947fb01d4f03396358e1239d70b4010eb,WETH,,110,
2020-07-01T20:22:20.000Z,,0x4ef73191da643aed31f4983f7b7240b5c741ba3be2aa1701f62522fd2a6aa583,sUSD,USDC,38865.168004556814,38990.526561
2020-07-01T20:24:21.000Z,Withdrawal,0x4096c98c39363bdc86a361743b8c02e09cb7cb9cb812776c17f71eb8fad2d587,,sUSD,,38865.189960840646
2020-07-01T20:31:07.000Z,,0x321e1578134995e16a4e4c29db61dde7202c207191737614ded1f8cfb54857ce,FOAM,ETH,0.2819104887402639,0.000023128580408693
2020-07-01T20:36:30.000Z,Deposit,0x97488a2ce620c9859b40869f0c5e62d82ac1b9cb00f50e24196f04cdd73f2645,SNX,,37506.61126618045,
2020-07-01T20:38:57.000Z,Withdrawal,0x2df5f093f6f176863160521384b138e61849edb2da4c551420dbba8e12709aea,,SNX,,37506.61126618045
2020-07-07T01:56:51.000Z,Deposit,0x53c86846ea2e3602ecf7e2062b25f50e60b09fd22ef9700b790ec0356cb05604,ETH,,0.626,
2020-07-09T02:18:00.000Z,Deposit,0x2b511e04d891fce5a614b1dca55620e0914f0c88dd55e4bd8c0b4e1c80b35935,SNX,,39492,
2020-07-09T02:29:28.000Z,Withdrawal,0xad952494d3ee00b5c7586eda00ca4b452d0195bc7a0462e09cb3ec8878f757c2,,SNX,,39492
2020-07-09T14:07:52.000Z,Withdrawal,0x1953e2a709988cc292cd358887a3171e2c0849b1bd06d0218475184592413dbe,,ETH,,187.3
2020-07-10T06:40:54.000Z,Deposit,0x8744ce884f2994881c57c8318d14917b8e3012880554b6f38214db2672fd9ed3,BAL,,144.1410254,
2020-07-10T13:18:11.000Z,Deposit,0x6a337c2dda05e9461dfe46e12145df506d2337029fbf9603cb2596267f7f4648,ETH,,2.5564010634934737,
2020-07-10T14:48:42.000Z,Withdrawal,0x7ae053521946bc465470e412665ac4b92f95f367446ec08925013367eb91888b,,ETH,,999.3
2020-07-10T18:56:51.000Z,Withdrawal,0x05a90c6b29d8aa9dea7743c93a495f352d782c4b86abae057860a3ba201cba1a,,ETH,,2000
2020-07-12T08:44:24.000Z,Deposit,0x542227313da9d93a8ab1170101b450bcbee2e0a00b50bc5615fbb99b33504436,ETH,,0.09600935047587243,
2020-07-18T21:37:14.000Z,Deposit,0xa2eace3a910054de62c1519c67adf36c9cbdfb1047fb8a6586d0512f3d1981d4,DAI,,65,
2020-07-22T23:42:07.000Z,Deposit,0x2dca8dab06bf4ee9c77ff5a3b5f62137eef0ba9fa7b1b0ba34c0dea3737889f0,SNX,,81258,
2020-07-22T23:47:05.000Z,Withdrawal,0x654f35dfd28d6caaba24c112548528de0411da9763078dcbf998ae0c8b5e0a9d,,SNX,,40000
2020-07-22T23:56:53.000Z,Withdrawal,0x23ffb1b963ee915755491ef3695bcaa4071554d6fd787048837dde0839ec165c,,SNX,,10000
2020-07-23T01:19:57.000Z,Withdrawal,0x29bd09d1af7e874860b9311a562eb29dabbf330adc32b690fc4623fe49ec24f9,,SNX,,31258
2020-07-29T15:49:28.000Z,Deposit,0x00031ea7c18409c79a1c88d8b8536aea375b5768d8d035c1feabad3d44de0601,SNX,,34395,
2020-07-29T16:00:27.000Z,Withdrawal,0x27264cde84483c75ef2d0a334d3ffd2aacd6977ca767989489eec1a188cbc66c,,SNX,,34395
2020-07-31T22:53:19.000Z,Deposit,0xfbfd58b965a1db518c9a689da3beaf204b5cb9cbadfb642d639ebf49913e7230,USDT,,30312.226749,
2020-07-31T23:04:21.000Z,Withdrawal,0xd083b9629f2d6a0d2b78f6354fc8c6f23434e28075781ae315115f695eff5519,,USDT,,30225
2020-08-02T22:42:41.000Z,Deposit,0x08d625d40e8752c60000e6225acfec30936014a3c4a4647325ddaebfb53f65e8,ETH,,280,
2020-08-02T23:05:06.000Z,Withdrawal,0x24a1571b807847dc510be1e68f0069df02252c51ef7b76d35c2405906c86f7e5,,ETH,,2
2020-08-06T03:40:06.000Z,Deposit,0xe31cfe2c7acfed933570b33231ea026b76b31da0d06f119100322d1fb508a1ca,SNX,,35543.43713241579,
2020-08-06T03:52:27.000Z,Withdrawal,0xd86a285c6e17bd9eac5526399c046311dede7b3ecf4f8819ee74c50fd9110685,,SNX,,35543.43713241579
2020-08-09T03:02:49.000Z,Deposit,0xd3769a84f68708ef6006a0d2204ae64b67841bc3ab8435d2c04f0946151f9cb7,ETH,,2.78,
2020-08-12T11:08:23.000Z,Withdrawal,0x6cfb944c378962409c4b5842a5f0516dbc016299ca00f406e5f75d8a8b93fbb0,,ETH,,1
2020-08-12T11:15:23.000Z,Withdrawal,0x1bc0f173616ce872879371c7a3ca2e903918b76519ee298d8481c1cd33795189,,ETH,,218.24586604303238
2020-08-12T22:09:35.000Z,,0xb022a4989065f11cc9ae4944ec6477a4d262bf4cb50e2b216ce6a06c5f4973b6,sUSD,ETH,3397.1716665641934,9
